Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,2,49666276,106779651,49666276
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,3,54637685,118684980,54637685
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,4,46544321,99173824,46544321
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,5,19180981,37532297,19180981
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,6,39316797,90988528,39316797
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,7,49451130,103587365,49451130
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,8,55419763,129881432,55419763
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,9,58579859,140244523,58579859
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,10,68303530,169055842,68303530
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,11,65297361,131404066,65297361
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,12,65920004,142156180,65920004
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,1,42868287,182122992,42868287
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,2,38413109,159756844,38413109
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,3,37903500,166081671,37903500
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,4,17578772,72226739,17578772
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,5,8201643,31792882,8201643
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,6,19594950,81160082,19594950
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,7,28072132,109201544,28072132
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,8,34895941,143085642,34895941
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,9,38177707,145567844,38177707
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,10,39441347,151809380,39441347
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,11,33931303,120301833,33931303
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,12,31549404,100085653,31549404
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,1,7183817,53854519,7183817
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,2,7118043,53745795,7118043
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,3,7371571,45337308,7371571
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,4,3418945,20466972,3418945
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,5,4645853,23317227,4645853
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,6,4940083,29228753,4940083
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,7,7705881,48491438,7705881
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,8,6117998,41904571,6117998
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,9,7901677,57806651,7901677
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,10,8918180,58518832,8918180
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,11,8597993,54513983,8597993
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,12,6220505,42898245,6220505
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,1,392702019,1317325913,392702019
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,2,334980518,1064441076,334980518
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,3,324532944,998189067,324532944
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,4,244971353,805343765,244971353
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,5,161182176,622300367,161182176
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,6,266608890,847003577,266608890
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,7,390822140,1276733118,390822140
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,8,348187060,1244233255,348187060
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,9,361652168,1238690034,361652168
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,10,358411031,1294948966,358411031
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,11,313840520,1000729810,313840520
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2020,12,289267724,859157893,289267724
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,198322473,531582597,198322473
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,176647432,503679133,176647432
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,194528267,531595774,194528267
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,157798316,461063892,157798316
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,176942242,520092813,176942242
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,176007937,525406846,176007937
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,152543386,487407046,152543386
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,163929385,513696264,163929385
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,156895831,484572770,156895831
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,167438895,526318174,167438895
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,141075691,419511809,141075691
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,147290451,418022989,147290451
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,4633451,15979642,4633451
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,4168239,13011737,4168239
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,6893746,20628702,6893746
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,5171991,15188103,5171991
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,4045397,14146748,4045397
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,3407246,14801764,3407246
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,7152869,27206179,7152869
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,8921335,30805257,8921335
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,8058231,30204500,8058231
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,8397873,28427033,8397873
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,6193567,21037048,6193567
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,7562873,22816115,7562873
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,94654748,230860708,94654748
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,76055739,188416809,76055739
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,81230402,201863886,81230402
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,68464803,185825080,68464803
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,70135048,201702444,70135048
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,71849709,193289112,71849709
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,88350899,243933029,88350899
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,115481389,278785414,115481389
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,126257503,298667027,126257503
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,102759725,266339112,102759725
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,73459017,200310342,73459017
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,73677110,186731597,73677110
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,1095644588,2519764732,1095644588
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,899269497,2007877302,899269497
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,474468819,1201091796,474468819
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,658644839,1515078968,658644839
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,853424162,1820601782,853424162
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,962240737,2246579947,962240737
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,1306729821,3168496034,1306729821
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,1349765959,3092611925,1349765959
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,1168381630,2556540041,1168381630
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,924850767,2035939532,924850767
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,678121993,1389387824,678121993
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,677347948,1359521473,677347948
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,27014317,84996369,27014317
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,20174115,69725725,20174115
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,27327703,88597889,27327703
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,21130712,72727715,21130712
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,22442590,78410831,22442590
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,16479779,60079070,16479779
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,28589736,110007931,28589736
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,23340637,92220475,23340637
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,19963682,79883644,19963682
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,26820210,99286275,26820210
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,20347577,70602416,20347577
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,21357008,73866421,21357008
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,50079022,121610130,50079022
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,58565385,141650175,58565385
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,65452442,155560517,65452442
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,61728713,146694189,61728713
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,65782564,156570144,65782564
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,67517657,165292080,67517657
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,78631033,198380045,78631033
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,60300478,155694226,60300478
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,61828435,158545153,61828435
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,64466585,166740992,64466585
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,50920926,131147188,50920926
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,59830999,162106603,59830999
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,59468771,152211327,59468771
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,75335420,207720461,75335420
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,86804386,239381360,86804386
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,83263075,222792464,83263075
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,91167979,236444550,91167979
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,87109173,245806576,87109173
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,93982053,263248404,93982053
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,82535349,247250252,82535349
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,88557414,254014208,88557414
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,83044880,235977368,83044880
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,83881856,233280925,83881856
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,88578726,252627880,88578726
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,105953892,379863096,105953892
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,103215528,371380707,103215528
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,114407560,404488593,114407560
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,113016492,407730477,113016492
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,111612645,387219233,111612645
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,85326761,310603890,85326761
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,91130029,359337072,91130029
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,84572510,313544237,84572510
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,78643133,295617850,78643133
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,88874770,316673853,88874770
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,72524109,254285019,72524109
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,69217854,257016342,69217854
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,111510300,406996399,111510300
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,106705135,393678980,106705135
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,115334734,402814719,115334734
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,101559489,365683331,101559489
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,92992206,343365007,92992206
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,91530232,363681132,91530232
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,77960982,320301882,77960982
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,91725022,404088828,91725022
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,93687945,396366269,93687945
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,105170005,424053465,105170005
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,66951364,281874441,66951364
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,73829615,295117294,73829615
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,30800354,152988972,30800354
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,25120643,118731706,25120643
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,32551165,145741853,32551165
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,24092827,115393840,24092827
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,24016698,115878896,24016698
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,19445758,110680805,19445758
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,33761778,204579342,33761778
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,33282378,210769754,33282378
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,31165054,181564199,31165054
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,35295634,195548190,35295634
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,18704075,102948263,18704075
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,23498717,126349556,23498717
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,61820457,240408482,61820457
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,67394023,256993608,67394023
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,74536823,277804620,74536823
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,72396406,266688586,72396406
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,74165329,279335034,74165329
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,70675461,280615192,70675461
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,67914091,282643169,67914091
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,67835945,282718917,67835945
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,58853238,245536512,58853238
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,63519929,267911803,63519929
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,57665952,232978580,57665952
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,52180128,210683300,52180128
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,41151309,123249195,41151309
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,44298808,134401055,44298808
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,48156360,148954451,48156360
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,43683870,137695447,43683870
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,44733217,138022201,44733217
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,45196486,144975365,45196486
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,53651757,171232746,53651757
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,49985181,159870188,49985181
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,46047505,163671549,46047505
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,53308911,173817879,53308911
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,44944116,147715173,44944116
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,44583878,142158625,44583878
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,51980822,130430051,51980822
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,41008772,107247261,41008772
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,49962749,116688910,49962749
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,45467192,110457205,45467192
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,54871578,120916109,54871578
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,45105698,120922102,45105698
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,52221279,142161453,52221279
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,49444053,125205548,49444053
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,50238545,127680781,50238545
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,53605526,128948126,53605526
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,52649836,105750510,52649836
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,51874345,124946177,51874345
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,42019631,184808720,42019631
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,34653565,156780345,34653565
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,36815681,166692557,36815681
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,30323432,138957668,30323432
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,29206842,136294598,29206842
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,26568265,121417858,26568265
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,39489093,171629829,39489093
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,33556754,148265159,33556754
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,31542169,146211663,31542169
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,37160668,170363917,37160668
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,24206217,118051641,24206217
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,30050173,136527347,30050173
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,6403035,46956883,6403035
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,7337651,53256340,7337651
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,8459638,54073611,8459638
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,8855985,52783992,8855985
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,7844801,54121343,7844801
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,6703912,44112506,6703912
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,7421363,54565660,7421363
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,8351791,57304937,8351791
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,7507608,50464480,7507608
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,8262251,56306131,8262251
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,7547986,51717389,7547986
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,6874300,49623943,6874300
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,1,401985433,1264810457,401985433
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,2,333388617,1034445855,333388617
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,3,288386404,930290348,288386404
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,4,322267231,1003733689,322267231
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,5,335871774,1064069763,335871774
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,6,301861351,1054684849,301861351
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,7,381584771,1437783524,381584771
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,8,333043889,1256840628,333043889
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,9,344893131,1291590591,344893131
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,10,356940594,1309089251,356940594
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,11,252420804,881634576,252420804
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2019,12,292863712,1015656644,292863712
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,1,188071061,491581907,188071061
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,2,166891698,444155732,166891698
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,3,155542450,417089578,155542450
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,4,161759029,431022123,161759029
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,5,160674829,425441489,160674829
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,6,165754346,480022779,165754346
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,7,169988764,507554845,169988764
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,8,156882516,451590732,156882516
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,9,171067677,502150145,171067677
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,10,157238525,478030079,157238525
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,11,129433834,375047243,129433834
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,12,149869910,393631632,149869910
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,1,3460155,11156675,3460155
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,2,3959447,10990617,3959447
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,3,5128191,11521259,5128191
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,4,4313407,10994126,4313407
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,5,3961942,10707115,3961942
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,6,2579248,8711665,2579248
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,7,5392669,17159498,5392669
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,8,6912329,21122856,6912329
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,9,6264991,20270298,6264991
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,10,4963830,18066469,4963830
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,11,4014481,15030776,4014481
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,12,3942854,13316489,3942854
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,1,97769586,213771051,97769586
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,2,89778867,190989649,89778867
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,3,75215493,183000451,75215493
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2018,4,80614756,202295618,80614756
